ArticleId,slug,ArticleIndex,WebClipIndex,Name,title,author,date,Published,hero,status,Tags,secret,URL,Created,Updated,Attachments,Labels
5f8c06a0-8a83-45a0-9a4f-12da7df04230,5f8c06a0-8a83-45a0-9a4f-12da7df04230,22,22,22,Unity Stipple Transparency Shader,Kailash Vetal,2020-03-05,"Mar 5, 2020",Booklet%205c493e354bdd4a7ab0abaeb978214561/lemonTransparency5-825x510.png,publish-ready,,false,https://ocias.com/blog/unity-stipple-transparency-shader/,"Dec 23, 2020 5:40 PM","Dec 23, 2020 6:40 PM",,"Blog, notion"
,,,,novela-md-template,template,Kailash Vetal,2020-03-01,"Mar 1, 2020",,draft,empty,true,,"Dec 23, 2020 5:40 PM","Dec 23, 2020 5:40 PM",,
30feda74-cf23-4a30-b09e-44dacb418f98,30feda74-cf23-4a30-b09e-44dacb418f98,65,65,65,How to write unmaintainable code - Peter Hilton,Kailash Vetal,,,,,,true,https://hilton.org.uk/blog/how-to-write-unmaintainable-code,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
353e7219-be21-45bc-8fe4-39960f4ded72,353e7219-be21-45bc-8fe4-39960f4ded72,46,46,46,"Why Are Null-Coalescing Operators (??, ??=) Evil in Unity?",Kailash Vetal,,,,,,true,https://medium.com/@nosuchstudio/why-are-null-coalescing-operators-evil-in-unity-16f5a88d6071,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
3d070b97-728f-4596-9f32-77b9c536cd53,3d070b97-728f-4596-9f32-77b9c536cd53,197,197,197,"What Is the “God Mode” Folder in Windows 10, and How Do I Enable It?",Kailash Vetal,,,,,,true,https://www.howtogeek.com/402458/enable-god-mode-in-windows-10/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
2a398d9c-eeb9-4217-8bbc-e660596513ce,2a398d9c-eeb9-4217-8bbc-e660596513ce,171,171,171,Release eljun · openzfsonwindows/ZFSin,Kailash Vetal,,,,,,true,https://github.com/openzfsonwindows/ZFSin/releases/tag/0.24,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
2dd2151b-75cf-41d3-8a3d-eca33017e191,2dd2151b-75cf-41d3-8a3d-eca33017e191,127,127,127,Heimdall Application Dashboard,Kailash Vetal,,,,,,true,https://heimdall.site/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
2e25bf5f-11dc-4633-86b6-2d85f5764ce4,2e25bf5f-11dc-4633-86b6-2d85f5764ce4,86,86,86,What makes the difference between a GOOD Scrum Master and a GREAT Scrum Master? | Scrum.org,Kailash Vetal,,,,,,true,https://www.scrum.org/resources/blog/what-makes-difference-between-good-scrum-master-and-great-scrum-master,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
230eef97-1500-446f-87b1-0f884fe49155,230eef97-1500-446f-87b1-0f884fe49155,168,168,168,installation error pls help | Proxmox Support Forum,Kailash Vetal,,,,,,true,https://forum.proxmox.com/threads/installation-error-pls-help.69578/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
a81ff20e-6449-4914-8701-56838606883c,a81ff20e-6449-4914-8701-56838606883c,183,183,183,An Extremely Simple Method for Listening to Music - Album on Imgur,Kailash Vetal,,,,,,true,https://imgur.com/a/ZIkUyRv,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
be48151e-d526-43ca-9792-f4a2af8b9768,be48151e-d526-43ca-9792-f4a2af8b9768,157,157,157,FreeRDP/FreeRDP: FreeRDP is a free remote desktop protocol library and clients,Kailash Vetal,,,,,,true,https://github.com/FreeRDP/FreeRDP,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
24438891-8bd1-4d1e-b5bd-f25c32871002,24438891-8bd1-4d1e-b5bd-f25c32871002,121,121,121,Deploy Proxmox virtual machines using Cloud-init,Kailash Vetal,,,,,,true,https://norocketscience.at/deploy-proxmox-virtual-machines-using-cloud-init/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
6157e071-e586-4d51-824a-40857479c63b,6157e071-e586-4d51-824a-40857479c63b,72,72,72,Squash git commits when merging · devroom.io,Kailash Vetal,,,,,,true,https://www.devroom.io/2016/08/17/squash-git-commits-when-merging/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
5430017e-3c8b-4aa7-929b-7eaac6827127,5430017e-3c8b-4aa7-929b-7eaac6827127,163,163,163,Hiren's BootCD PE,Kailash Vetal,,,,,,true,https://www.hirensbootcd.org/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
950ef89c-57bc-40b9-86c5-93cdbf97aff5,950ef89c-57bc-40b9-86c5-93cdbf97aff5,131,131,131,Installation - HomelabOS,Kailash Vetal,,,,,,true,https://homelabos.com/docs/setup/installation/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
e4a5b56a-0294-46e8-8399-9b5216f824b8,e4a5b56a-0294-46e8-8399-9b5216f824b8,109,109,109,LibHunt,Kailash Vetal,,,,,,true,https://www.libhunt.com/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
78aef262-e480-4a5d-a3a2-839450ce4b1b,78aef262-e480-4a5d-a3a2-839450ce4b1b,97,97,97,"Watch ""Bertha Benz: The Journey That Changed Everything"" on YouTube",Kailash Vetal,,,,,,true,https://youtu.be/vsGrFYD5Nfs,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
a04448c1-ab6d-462c-9f48-b2020ecac46c,a04448c1-ab6d-462c-9f48-b2020ecac46c,29,29,29,Joplin - an open source note taking and to-do application with synchronisation capabilities,Kailash Vetal,,,,,,true,https://joplinapp.org/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
c4703434-e078-462a-bf5e-c705a1d8ab3c,c4703434-e078-462a-bf5e-c705a1d8ab3c,132,132,132,Modern Dev Environment Delivered · Koding,Kailash Vetal,,,,,,true,https://www.koding.com/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
56258131-6646-4e38-85b1-00b34e532b6e,56258131-6646-4e38-85b1-00b34e532b6e,25,25,25,Bruggen Blog: Using LoadCSV to Import data from Google Spreadsheet,Kailash Vetal,,,,,,true,http://blog.bruggen.com/2014/07/using-loadcsv-to-import-data-from.html,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
30922a7f-189b-4366-a9d3-99d86b6985bf,30922a7f-189b-4366-a9d3-99d86b6985bf,36,36,36,Alternative Internet,Kailash Vetal,,,,,,true,http://redecentralize.github.io/alternative-internet/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
16122277-3ffe-497c-8a8b-0f67b41b021c,16122277-3ffe-497c-8a8b-0f67b41b021c,166,166,166,CIFS speeds with FreeNAS on Proxmox? | ServeTheHome Forums,Kailash Vetal,,,,,,true,https://forums.servethehome.com/index.php?threads/cifs-speeds-with-freenas-on-proxmox.8163/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
8b3da84d-3a20-47de-8e4a-f4c4c14e10ac,8b3da84d-3a20-47de-8e4a-f4c4c14e10ac,113,113,113,"Ultimate Xiaomi Mijia MI SPHERE 360 Camera FAQ, Wiki and Resource Page (updated February 12, 2019) - 360 Rumors",Kailash Vetal,,,,,,true,https://360rumors.com/ultimate-xiaomi-mijia-mi-sphere-360-camera-faq-wiki-and-resource-page/#software,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
6beffcb5-b9da-4271-a408-876ebe0bd0b5,6beffcb5-b9da-4271-a408-876ebe0bd0b5,71,71,71,Refactoring techniques,Kailash Vetal,,,,,,true,https://sourcemaking.com/refactoring/refactorings,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
61b56662-34c8-4343-b193-200ab02d2d15,61b56662-34c8-4343-b193-200ab02d2d15,135,135,135,cjessett/tinc-config: Tinc VPN configuration for accessing a server behind a firewall,Kailash Vetal,,,,,,true,https://github.com/cjessett/tinc-config,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
dd038c2d-86dc-479d-b7e5-6286ebb36b44,dd038c2d-86dc-479d-b7e5-6286ebb36b44,147,147,147,How to set up network file sharing on FreeNAS • Pureinfotech,Kailash Vetal,,,,,,true,https://pureinfotech.com/setup-network-file-sharing-freenas/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
91ebbcf1-01d8-478c-a0d2-19d3e6a72760,91ebbcf1-01d8-478c-a0d2-19d3e6a72760,192,192,192,Redefining Rich: How Minimalism Leads to a More Meaningful Life - Rich in What Matters,Kailash Vetal,,,,,,true,https://richinwhatmatters.com/2020/10/24/redefining-rich-how-minimalism-leads-to-a-more-meaningful-life/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
ef96ab81-a150-450a-8165-20500f8e876b,ef96ab81-a150-450a-8165-20500f8e876b,85,85,85,How to make successful hyper-casual games | Adjust,Kailash Vetal,,,,,,true,https://www.adjust.com/blog/how-to-make-a-hyper-casual-game-successful/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
6bf00400-dfbb-4819-be4b-d17c5060a894,6bf00400-dfbb-4819-be4b-d17c5060a894,156,156,156,ThinStation by Donald A. Cupp Jr.,Kailash Vetal,,,,,,true,https://thinstation.github.io/thinstation/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
36960020-3d25-436d-a4b3-1f927d3a4c4c,36960020-3d25-436d-a4b3-1f927d3a4c4c,59,59,59,CMS Implementation based on Neo4j - Neo4j Graph Database Platform,Kailash Vetal,,,,,,true,https://neo4j.com/news/cms-implementation-based-on-neo4j/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
92c004be-1b63-4e03-869f-d8985fca7a14,92c004be-1b63-4e03-869f-d8985fca7a14,129,129,129,Productivity App - Station,Kailash Vetal,,,,,,true,https://getstation.com/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
b090ceed-75c4-4a21-b6e5-e2ffc0ee493d,b090ceed-75c4-4a21-b6e5-e2ffc0ee493d,78,78,78,7 Best self-hosted Slack alternatives of 2019 | SaasGenius,Kailash Vetal,,,,,,true,http://www.saasgenius.com/blog/7-best-self-hosted-slack-alternatives-2019,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
38fc195d-0a1d-4f26-9107-bf12be55bc0c,38fc195d-0a1d-4f26-9107-bf12be55bc0c,173,173,173,Stop laptop going to sleep when closing the lid (UBUNTU Server) - Dell Community,Kailash Vetal,,,,,,true,https://www.dell.com/community/Linux-General/Stop-laptop-going-to-sleep-when-closing-the-lid-UBUNTU-Server/td-p/6086201,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
bd9ead13-80a7-4e6b-924c-573c1e18de47,bd9ead13-80a7-4e6b-924c-573c1e18de47,55,55,55,Visualizing BloodHound Data with PowerBI — Part 2 - Posts By SpecterOps Team Members,Kailash Vetal,,,,,,true,https://posts.specterops.io/visualizing-bloodhound-data-with-powerbi-part-2-3e1c521fb7ae,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
4a9a216e-c62b-45d9-8538-23a30c676bbb,4a9a216e-c62b-45d9-8538-23a30c676bbb,138,138,138,How to expose a local development server to the Internet | by Michel Blancard | Botfuel | Medium,Kailash Vetal,,,,,,true,https://medium.com/botfuel/how-to-expose-a-local-development-server-to-the-internet-c31532d741cc,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
decd3365-9ff4-45af-9077-8424d04385df,decd3365-9ff4-45af-9077-8424d04385df,150,150,150,"ThinStation by Donald A. Cupp Jr.
- Linux RDP",Kailash Vetal,,,,,,true,http://thinstation.org/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
69dab3f4-24c6-4101-8be3-a9870b36a707,69dab3f4-24c6-4101-8be3-a9870b36a707,172,172,172,Lid closing on laptop error | Proxmox Support Forum,Kailash Vetal,,,,,,true,https://forum.proxmox.com/threads/lid-closing-on-laptop-error.43311/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
88b268f7-392c-4dcb-b8f3-26d8b61935fb,88b268f7-392c-4dcb-b8f3-26d8b61935fb,176,176,176,First steps in Proxmox [Documentation - Online.net],Kailash Vetal,,,,,,true,https://documentation.online.net/en/dedicated-server/tutorials/administration/proxmox-first-step,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
45c912d8-2427-4569-b37f-1a5f4d2d604a,45c912d8-2427-4569-b37f-1a5f4d2d604a,38,38,38,"Yes, I’ve Changed - I’ve Started Cutting People Off And Respecting Myself More",Kailash Vetal,,,,,,true,https://thepowerofsilence.co/yes-ive-changed-ive-started-cutting-people-off-and-respecting-myself-more/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
8edb2a59-02de-40ab-9762-5d1b6a331436,8edb2a59-02de-40ab-9762-5d1b6a331436,180,180,180,Developer Workstations with Proxmox VE and X11 - Proxmox VE,Kailash Vetal,,,,,,true,https://pve.proxmox.com/wiki/Developer_Workstations_with_Proxmox_VE_and_X11,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
7b6f7a8f-5fa2-4f02-bc7d-7bc9d2d705c5,7b6f7a8f-5fa2-4f02-bc7d-7bc9d2d705c5,186,186,186,The Difference Between a Story and a Task,Kailash Vetal,,,,,,true,"https://www.mountaingoatsoftware.com/blog/the-difference-between-a-story-and-a-task#:~:text=A%20story%20is%20something%20that,on%20by%20just%20one%20person.&text=A%20user%20story%20is%20typically,be%20visible%20to%20end%20users.","Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
5c5892fc-c6ba-4b9f-9b20-7f8dce81c09b,5c5892fc-c6ba-4b9f-9b20-7f8dce81c09b,194,194,194,Accelerate Storage Spaces with SSDs in Windows 10 Storage Pool tiers,Kailash Vetal,,,,,,true,http://joe.blog.freemansoft.com/2020/04/accelerate-storage-spaces-with-ssds-in.html,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
72c0a922-b933-4f46-b7c6-956a4705df63,72c0a922-b933-4f46-b7c6-956a4705df63,94,94,94,Smells to Refactorings,Kailash Vetal,,,,,,true,http://www.industriallogic.com/wp-content/uploads/2005/09/smellstorefactorings.pdf,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
8c58fcc3-9a02-4dad-a69a-de0c1f6f03d5,8c58fcc3-9a02-4dad-a69a-de0c1f6f03d5,44,44,44,Compulsive Contents - Minimalism - Of Limits and Possibilities,Kailash Vetal,,,,,,true,https://www.compulsivecontents.com/detail-event/minimalism---of-limits-and-possibilities/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
d114bc75-69a1-4792-8c55-9d51e0f31839,d114bc75-69a1-4792-8c55-9d51e0f31839,152,152,152,Game Streaming - Play Anywhere | Rainway - Game Server,Kailash Vetal,,,,,,true,https://rainway.com/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
b28e6d1e-3a1c-4aa0-a7e7-08e04168050f,b28e6d1e-3a1c-4aa0-a7e7-08e04168050f,142,142,142,VM Templates and Clones - Proxmox VE,Kailash Vetal,,,,,,true,https://pve.proxmox.com/wiki/VM_Templates_and_Clones,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
e101689f-4e13-43dc-b263-c69bc3944788,e101689f-4e13-43dc-b263-c69bc3944788,188,188,188,Top 10 Ways To Survive A Ryanair Flight – The Points Guy,Kailash Vetal,,,,,,true,https://thepointsguy.com/2014/03/top-10-ways-to-survive-a-ryanair-flight/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
00f0f427-4116-4199-97ff-868b560cd120,00f0f427-4116-4199-97ff-868b560cd120,50,50,50,Other Types of Graph Visualization - Neo4j Graph Database Platform,Kailash Vetal,,,,,,true,https://neo4j.com/developer/other-graph-visualizations/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
3e4c2d9e-bab7-47a3-a78a-b8faad120624,3e4c2d9e-bab7-47a3-a78a-b8faad120624,190,190,190,USB Passthrough to an LXC (Proxmox) | by Konpat Ta Preechakul | Medium,Kailash Vetal,,,,,,true,https://medium.com/@konpat/usb-passthrough-to-an-lxc-proxmox-15482674f11d,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
87728ecb-f36e-401f-9c55-269f2000452b,87728ecb-f36e-401f-9c55-269f2000452b,37,37,37,BaaS Open Source - George Batschinski - Medium,Kailash Vetal,,,,,,true,https://medium.com/@george_51059/baas-open-source-5ba96ca221a0,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
